city_key,customer_key,order_date_key,order_key,package,picked_date_key,picker_key,quantity,salesperson_key,stock_item_key,tax_amount,City_Key_1,City,State_Province,Country,Continent,Sales_Territory,Region,Subregion,Latest_Recorded_Population,Bill_To_Customer,Buying_Group,Category,Customer,Customer_Key_1,Postal_Code,Primary_Contact,Brand,Buying_Package,Color,Is_Chiller_Stock,Lead_Time_Days,Quantity_Per_Outer,Recommended_Retail_Price,Selling_Package,Size_val,Stock_Item,Stock_Item_Key_1,Employee,Employee_Key,Is_Salesperson,Preferred_Name,Date_key,Day_Number,Day_val,Month_val,Short_Month,Calendar_Month_Number,Calendar_Year,Fiscal_Month_Number,Fiscal_Year,Date_key_1,Day_Number_1,Day_val_1,Month_val_1,Short_Month_1,Calendar_Month_Number_1,Calendar_Year_1,Fiscal_Month_Number_1,Fiscal_Year_1,Employee_1,Employee_Key_1,Is_Salesperson_1,Preferred_Name_1
61,231,2016-01-28,955,S,2015-02-02,96,476,14,302,63.96,61,El Paso,Arkansas,United States,North America,Southeast,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Lost River- ID),231,90272,Lakshmi Roy,,Each,,false,14,5,359,Each,18mm,Packing knife with metal insert blade (Yellow) 18mm,302,Stella Rosenhain,14,false,Stella,2016-01-28,28,28,January,Jan,1,2016,3,2016,2015-02-02,2,2,February,Feb,2,2015,4,2015,Taj Shand,96,true,Taj
61,289,2014-10-15,37,M,2013-01-20,189,590,108,428,990.1,61,El Paso,Arkansas,United States,North America,Southeast,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Isabela- PR),289,90320,Ranjit Dikshit,,Each,Black,false,12,1,5233,Each,4XL,Alien officer hoodie (Black) 4XL,428,Amy Trefl,108,true,Amy,2014-10-15,15,15,October,Oct,10,2014,12,2014,2013-01-20,20,20,January,Jan,1,2013,3,2013,Sophia Hinton,189,true,Sophia
61,374,2016-07-29,800,S,2013-07-14,166,403,195,210,764.83,61,El Paso,Arkansas,United States,North America,Southeast,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Marin City- CA),374,90449,Hemchandra Debnath,,Each,,false,14,1,4784,Each,,USB food flash drive - chocolate bar,210,Hudson Onslow,195,true,Hudson,2016-07-29,29,29,July,Jul,7,2016,9,2016,2013-07-14,14,14,July,Jul,7,2013,9,2013,Ethan Onslow,166,false,Ethan
61,264,2016-11-04,549,S,2015-02-20,60,494,189,519,434.59,61,El Paso,Arkansas,United States,North America,Southeast,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Cowlington- OK),264,90524,Daedeepya Thota,,Each,,false,12,1,4784,Each,L,Dinosaur battery-powered slippers (Green) L,519,Sophia Hinton,189,true,Sophia,2016-11-04,4,4,November,Nov,11,2016,1,2017,2015-02-20,20,20,February,Feb,2,2015,4,2015,Jai Shand,60,false,Jai
61,333,2015-06-14,999,XL,2015-10-12,210,445,116,297,851.36,61,El Paso,Arkansas,United States,North America,Southeast,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Waycross- GA),333,90743,Akhtar Shahrestaani,,Each,,false,20,1,283901,Each,,Air cushion machine (Blue),297,Kayla Woodcock,116,true,Kayla,2015-06-14,14,14,June,Jun,6,2015,8,2015,2015-10-12,12,12,October,Oct,10,2015,12,2015,Katie Darwin,210,false,Katie
62,202,2015-12-10,566,S,2015-01-31,27,280,145,88,431.33,62,El Paso de Robles,California,United States,North America,Far West,Americas,Northern America,29793,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Head Office),202,90625,Olga Alexandrova,,Each,Black,false,12,1,4784,Each,L,Furry gorilla with big eyes slippers (Black) L,88,Hudson Onslow,145,true,Hudson,2015-12-10,10,10,December,Dec,12,2015,2,2016,2015-01-31,31,31,January,Jan,1,2015,3,2015,Hudson Hollinworth,27,true,Hudson
62,228,2014-05-24,116,L,2015-07-11,196,956,89,38,155.43,62,El Paso de Robles,California,United States,North America,Far West,Americas,Northern America,29793,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Athol Springs- NY),228,90285,Ivica LuA?ic,,Each,,false,14,25,191,Each,457x279x279mm,Shipping carton (Brown) 457x279x279mm,38,Sophia Hinton,89,true,Sophia,2014-05-24,24,24,May,May,5,2014,7,2014,2015-07-11,11,11,July,Jul,7,2015,9,2015,Isabella Rupp,196,false,Isabella
62,274,2014-01-02,82,M,2015-03-27,36,987,57,313,490.15,62,El Paso de Robles,California,United States,North America,Far West,Americas,Northern America,29793,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Floriston- CA),274,90298,Doru Munteanu,,Each,,false,14,24,553,Each,48mmx75m,Black and yellow heavy despatch tape  48mmx75m,313,Anthony Grosse,57,true,Anthony,2014-01-02,2,2,January,Jan,1,2014,3,2014,2015-03-27,27,27,March,Mar,3,2015,5,2015,Taj Shand,36,true,Taj
63,385,2016-02-05,58,S,2013-05-28,199,772,58,456,279.2,63,El Portal,California,United States,North America,Far West,Americas,Northern America,474,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Cache- OK),385,90770,Magdalena Cervenkova,Northwind,Each,Black,false,14,1,4485,Each,1/50 scale,RC vintage American toy coupe with remote control (Black) 1/50 scale,456,Lily Code,58,true,Lily,2016-02-05,5,5,February,Feb,2,2016,4,2016,2013-05-28,28,28,May,May,5,2013,7,2013,Amy Trefl,199,true,Amy
63,206,2013-10-15,613,M,2014-06-28,63,253,101,459,53.36,63,El Portal,California,United States,North America,Far West,Americas,Northern America,474,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Bourbonnais- IL),206,90582,Miran Nikolic,Northwind,Each,Yellow,false,14,1,3738,Each,1/50 scale,RC toy sedan car with remote control (Yellow) 1/50 scale,459,Hudson Onslow,101,true,Hudson,2013-10-15,15,15,October,Oct,10,2013,12,2013,2014-06-28,28,28,June,Jun,6,2014,8,2014,Kayla Woodcock,63,true,Kayla
63,375,2014-08-10,641,X,2015-03-21,196,796,130,603,513.65,63,El Portal,California,United States,North America,Far West,Americas,Northern America,474,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Molalla- OR),375,90761,Monika Valentova,,Each,,false,14,1,3738,Each,,USB missile launcher (Green),603,Hudson Hollinworth,130,true,Hudson,2014-08-10,10,10,August,Aug,8,2014,10,2014,2015-03-21,21,21,March,Mar,3,2015,5,2015,Isabella Rupp,196,false,Isabella
64,317,2013-07-10,374,S,2013-05-22,60,716,104,640,87.21,64,El Portal,Florida,United States,North America,Southeast,Americas,Northern America,2325,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Harkers Island- NC),317,90175,Adriana Horackova,,Each,,false,14,25,99,Each,300x190x95mm,3 kg Courier post bag (White) 300x190x95mm,640,Jai Shand,104,false,Jai,2013-07-10,10,10,July,Jul,7,2013,9,2013,2013-05-22,22,22,May,May,5,2013,7,2013,Jai Shand,60,false,Jai
64,374,2014-05-01,605,S,2015-06-21,187,513,79,488,714.59,64,El Portal,Florida,United States,North America,Southeast,Americas,Northern America,2325,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Marin City- CA),374,90449,Hemchandra Debnath,Northwind,Each,Black,false,14,1,34385,Each,1/12 scale,Ride on toy sedan car (Black) 1/12 scale,488,Ethan Onslow,79,false,Ethan,2014-05-01,1,1,May,May,5,2014,7,2014,2015-06-21,21,21,June,Jun,6,2015,8,2015,Anthony Grosse,187,true,Anthony
64,263,2014-01-29,9,S,2015-01-18,25,777,184,357,410.59,64,El Portal,Florida,United States,North America,Southeast,Americas,Northern America,2325,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Crossroads- NM),263,90068,Avanti Nishad,,Each,,false,14,10,3588,Each,50m,Large sized bubblewrap roll 50m,357,Ethan Onslow,184,false,Ethan,2014-01-29,29,29,January,Jan,1,2014,3,2014,2015-01-18,18,18,January,Jan,1,2015,3,2015,Anthony Grosse,25,true,Anthony
64,203,2013-04-27,877,S,2016-11-12,124,302,78,274,52.63,64,El Portal,Florida,United States,North America,Southeast,Americas,Northern America,2325,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Black Lick- PA),203,90477,Maris Baltins,,Each,White,false,12,1,1944,Each,,Developer joke mug - that's a hardware problem (White),274,Amy Trefl,78,true,Amy,2013-04-27,27,27,April,Apr,4,2013,6,2013,2016-11-12,12,12,November,Nov,11,2016,1,2017,Katie Darwin,124,false,Katie
64,203,2014-10-07,835,XL,2014-03-15,204,990,58,180,272.14,64,El Portal,Florida,United States,North America,Southeast,Americas,Northern America,2325,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Black Lick- PA),203,90477,Maris Baltins,,Each,White,false,12,1,1944,Each,,Developer joke mug - (hip- hip- array) (White),180,Lily Code,58,true,Lily,2014-10-07,7,7,October,Oct,10,2014,12,2014,2014-03-15,15,15,March,Mar,3,2014,5,2014,Henry Forlonge,204,false,Henry
64,386,2014-08-17,693,X,2014-08-17,174,732,165,568,83.51,64,El Portal,Florida,United States,North America,Southeast,Americas,Northern America,2325,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Towaco- NJ),386,90406,Asha Mudigonda,,Each,Black,false,12,1,1944,Each,,Developer joke mug - fun was unexpected at this time (Black),568,Taj Shand,165,true,Taj,2014-08-17,17,17,August,Aug,8,2014,10,2014,2014-08-17,17,17,August,Aug,8,2014,10,2014,Lily Code,174,true,Lily
64,292,2014-10-20,190,S,2015-09-01,137,647,85,614,89.22,64,El Portal,Florida,United States,North America,Southeast,Americas,Northern America,2325,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Morton Grove- IL),292,90336,Doru Tirlea,,Each,,false,14,10,3289,Each,10m,32 mm Double sided bubble wrap 10m,614,Hudson Hollinworth,85,true,Hudson,2014-10-20,20,20,October,Oct,10,2014,12,2014,2015-09-01,1,1,September,Sep,9,2015,11,2015,Jai Shand,137,false,Jai
65,225,2015-04-30,840,S,2015-03-28,138,15,50,403,636.01,65,El Porvenir,New Mexico,United States,North America,Southwest,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Heartwell- NE),225,90298,Baebeesarasvati Kamasamudram,,Carton,White,false,7,12,2691,Each,M,The Gu red shirt XML tag t-shirt (White) M,403,Amy Trefl,50,true,Amy,2015-04-30,30,30,April,Apr,4,2015,6,2015,2015-03-28,28,28,March,Mar,3,2015,5,2015,Jack Potter,138,true,Jack
65,272,2016-08-24,554,M,2014-09-19,163,581,155,558,620.22,65,El Porvenir,New Mexico,United States,North America,Southwest,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Ridgemark- CA),272,90667,Viktorie Stejskalova,,Each,Black,false,12,1,1944,Each,,DBA joke mug - I will get you in order (Black),558,Amy Trefl,155,true,Amy,2016-08-24,24,24,August,Aug,8,2016,10,2016,2014-09-19,19,19,September,Sep,9,2014,11,2014,Hudson Onslow,163,true,Hudson
65,212,2013-10-02,576,X,2015-03-08,187,345,19,266,827.57,65,El Porvenir,New Mexico,United States,North America,Southwest,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Edmund- WI),212,90777,Fransje Mutlu,,Each,White,false,12,1,1944,Each,,Developer joke mug - (hip- hip- array) (White),266,Archer Lamble,19,true,Archer,2013-10-02,2,2,October,Oct,10,2013,12,2013,2015-03-08,8,8,March,Mar,3,2015,5,2015,Anthony Grosse,187,true,Anthony
66,323,2015-07-25,511,S,2016-04-20,42,29,103,466,370.75,66,El Prado,New Mexico,United States,North America,Southwest,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Dickerson- MD),323,90783,Akshayakeerti Jandhyala,Northwind,Each,Black,false,14,1,6728,Each,1/50 scale,RC big wheel monster truck with remote control (Black) 1/50 scale,466,Amy Trefl,103,true,Amy,2015-07-25,25,25,July,Jul,7,2015,9,2015,2016-04-20,20,20,April,Apr,4,2016,6,2016,Henry Forlonge,42,false,Henry
66,285,2013-06-10,626,S,2014-07-03,150,284,48,230,436.53,66,El Prado,New Mexico,United States,North America,Southwest,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Mauldin- SC),285,90243,Am Lo,Northwind,Each,Red,false,14,1,4485,Each,1/50 scale,RC vintage American toy coupe with remote control (Red) 1/50 scale,230,Lily Code,48,true,Lily,2013-06-10,10,10,June,Jun,6,2013,8,2013,2014-07-03,3,3,July,Jul,7,2014,9,2014,Jack Potter,150,true,Jack
66,258,2014-02-17,490,S,2015-11-07,70,980,122,376,674.96,66,El Prado,New Mexico,United States,North America,Southwest,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Portales- NM),258,90304,Eesvaraavu Ankitham,,Each,,false,12,1,4784,Each,XL,Dinosaur battery-powered slippers (Green) XL,376,Lily Code,122,true,Lily,2014-02-17,17,17,February,Feb,2,2014,4,2014,2015-11-07,7,7,November,Nov,11,2015,1,2016,Sophia Hinton,70,true,Sophia
66,325,2015-05-24,595,S,2014-07-04,195,555,106,185,107.71,66,El Prado,New Mexico,United States,North America,Southwest,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Cloquet- MN),325,90639,Baalaamani Veturi,,Each,Black,false,12,1,1944,Each,,Developer joke mug - fun was unexpected at this time (Black),185,Anthony Grosse,106,true,Anthony,2015-05-24,24,24,May,May,5,2015,7,2015,2014-07-04,4,4,July,Jul,7,2014,9,2014,Hudson Onslow,195,true,Hudson
66,316,2015-08-10,993,S,2014-02-13,196,346,194,80,533.42,66,El Prado,New Mexico,United States,North America,Southwest,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Del Valle- TX),316,90612,Jelena Utjesenovic,,Packet,,false,12,12,748,Pair,L,Furry animal socks (Pink) L,80,Kayla Woodcock,194,true,Kayla,2015-08-10,10,10,August,Aug,8,2015,10,2015,2014-02-13,13,13,February,Feb,2,2014,4,2014,Isabella Rupp,196,false,Isabella
66,329,2016-01-18,951,L,2015-06-29,163,405,182,281,512.58,66,El Prado,New Mexico,United States,North America,Southwest,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Rich Creek- VA),329,90588,Kaya ozbek,,Each,Black,false,12,1,1944,Each,,DBA joke mug - I will get you in order (Black),281,Hudson Hollinworth,182,true,Hudson,2016-01-18,18,18,January,Jan,1,2016,3,2016,2015-06-29,29,29,June,Jun,6,2015,8,2015,Hudson Onslow,163,true,Hudson
67,388,2014-02-10,611,M,2016-03-06,182,629,69,183,572.75,67,El Rancho,Colorado,United States,North America,Rocky Mountain,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Plata- TX),388,90374,Daniela Sal,,Each,Black,false,12,1,1944,Each,,Developer joke mug - when your hammer is C++ (Black),183,Jai Shand,69,false,Jai,2014-02-10,10,10,February,Feb,2,2014,4,2014,2016-03-06,6,6,March,Mar,3,2016,5,2016,Hudson Hollinworth,182,true,Hudson
67,281,2015-06-16,336,L,2015-04-03,50,152,176,584,859.73,67,El Rancho,Colorado,United States,North America,Rocky Mountain,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Wapinitia- OR),281,90173,Dhaeraemdranaadh Pamulaparthi,,Each,Black,false,12,1,1944,Each,,Developer joke mug - old C developers never die (Black),584,Jai Shand,176,false,Jai,2015-06-16,16,16,June,Jun,6,2015,8,2015,2015-04-03,3,3,April,Apr,4,2015,6,2015,Amy Trefl,50,true,Amy
67,363,2016-07-23,992,S,2014-02-19,74,855,34,258,565.18,67,El Rancho,Colorado,United States,North America,Rocky Mountain,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Ware Shoals- SC),363,90181,Jyoti Karnik,,Each,White,false,12,1,1944,Each,,Developer joke mug - this code was generated by a tool (White),258,Ethan Onslow,34,false,Ethan,2016-07-23,23,23,July,Jul,7,2016,9,2016,2014-02-19,19,19,February,Feb,2,2014,4,2014,Taj Shand,74,true,Taj
67,355,2014-04-03,305,XL,2014-06-27,31,271,117,28,547.51,67,El Rancho,Colorado,United States,North America,Rocky Mountain,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Hollandsburg- IN),355,90683,Ondrej Tomek,,Each,,false,14,36,613,Each,48mmx100m,Black and orange fragile despatch tape 48mmx100m,28,Katie Darwin,117,false,Katie,2014-04-03,3,3,April,Apr,4,2014,6,2014,2014-06-27,27,27,June,Jun,6,2014,8,2014,Lily Code,31,true,Lily
67,368,2015-04-07,467,S,2016-11-27,39,513,110,569,224.12,67,El Rancho,Colorado,United States,North America,Rocky Mountain,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Jeromesville- OH),368,90184,Severins Polis,,Each,White,false,12,1,1944,Each,,Developer joke mug - when your hammer is C++ (White),569,Stella Rosenhain,110,false,Stella,2015-04-07,7,7,April,Apr,4,2015,6,2015,2016-11-27,27,27,November,Nov,11,2016,1,2017,Jack Potter,39,true,Jack
67,342,2014-08-11,721,L,2015-11-26,14,660,170,137,867.77,67,El Rancho,Colorado,United States,North America,Rocky Mountain,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Mickleton- NJ),342,90751,Angelina Gormanston,,Carton,White,false,7,12,2691,Each,XXL,The Gu red shirt XML tag t-shirt (White) XXL,137,Amy Trefl,170,true,Amy,2014-08-11,11,11,August,Aug,8,2014,10,2014,2015-11-26,26,26,November,Nov,11,2015,1,2016,Stella Rosenhain,14,false,Stella
67,348,2016-02-18,35,M,2015-05-01,57,802,122,192,821.63,67,El Rancho,Colorado,United States,North America,Rocky Mountain,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Chaseley- ND),348,90066,Marco Costa,,Each,White,false,12,1,1944,Each,,DBA joke mug - two types of DBAs (White),192,Lily Code,122,true,Lily,2016-02-18,18,18,February,Feb,2,2016,4,2016,2015-05-01,1,1,May,May,5,2015,7,2015,Anthony Grosse,57,true,Anthony
67,226,2015-05-10,893,M,2015-09-10,127,656,29,272,728.61,67,El Rancho,Colorado,United States,North America,Rocky Mountain,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Bethel Acres- OK),226,90530,Marcello Dellucci,,Each,White,false,12,1,1944,Each,,Developer joke mug - fun was unexpected at this time (White),272,Taj Shand,29,true,Taj,2015-05-10,10,10,May,May,5,2015,7,2015,2015-09-10,10,10,September,Sep,9,2015,11,2015,Sophia Hinton,127,true,Sophia
67,226,2014-08-13,134,M,2013-10-18,48,493,49,554,205.17,67,El Rancho,Colorado,United States,North America,Rocky Mountain,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Bethel Acres- OK),226,90530,Marcello Dellucci,,Each,Black,false,12,1,1944,Each,,DBA joke mug - you might be a DBA if (Black),554,Hudson Onslow,49,true,Hudson,2014-08-13,13,13,August,Aug,8,2014,10,2014,2013-10-18,18,18,October,Oct,10,2013,12,2013,Lily Code,48,true,Lily
67,326,2015-11-25,428,S,2015-04-28,63,750,85,223,337.76,67,El Rancho,Colorado,United States,North America,Rocky Mountain,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Claycomo- MO),326,90501,Julia Konecna,,Carton,,true,3,24,1223,Bag,250g,Chocolate beetles 250g,223,Hudson Hollinworth,85,true,Hudson,2015-11-25,25,25,November,Nov,11,2015,1,2016,2015-04-28,28,28,April,Apr,4,2015,6,2015,Kayla Woodcock,63,true,Kayla
68,341,2016-01-16,601,S,2013-11-24,69,179,177,37,138.97,68,Austerlitz,New York,United States,North America,Mideast,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Weld- ME),341,90031,Aani Nair,,Each,,false,14,25,410,Each,480x270x320mm,Shipping carton (Brown) 480x270x320mm,37,Katie Darwin,177,false,Katie,2016-01-16,16,16,January,Jan,1,2016,3,2016,2013-11-24,24,24,November,Nov,11,2013,1,2014,Jai Shand,69,false,Jai
68,372,2014-10-05,508,S,2015-01-03,209,112,210,590,722.31,68,Austerlitz,New York,United States,North America,Mideast,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Pawlet- VT),372,90472,Dana Mrazova,,Each,Black,false,12,1,1944,Each,,IT joke mug - hardware: part of the computer that can be kicked (Black),590,Katie Darwin,210,false,Katie,2014-10-05,5,5,October,Oct,10,2014,12,2014,2015-01-03,3,3,January,Jan,1,2015,3,2015,Piper Koch,209,false,Piper
68,268,2015-06-10,854,L,2013-09-16,74,794,121,121,432.49,68,Austerlitz,New York,United States,North America,Mideast,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Mahaffey- PA),268,90361,Pongrit Srisati,,Carton,Black,false,7,12,2691,Each,5XL,The Gu red shirt XML tag t-shirt (Black) 5XL,121,Alica Fatnowna,121,false,Alica,2015-06-10,10,10,June,Jun,6,2015,8,2015,2013-09-16,16,16,September,Sep,9,2013,11,2013,Taj Shand,74,true,Taj
68,311,2013-08-29,956,S,2016-11-28,64,351,180,335,485.96,68,Austerlitz,New York,United States,North America,Mideast,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Grabill- IN),311,90032,Manish Ghosh,,Each,,false,14,25,157,Each,413x285x187mm,Shipping carton (Brown) 413x285x187mm,335,Taj Shand,180,true,Taj,2013-08-29,29,29,August,Aug,8,2013,10,2013,2016-11-28,28,28,November,Nov,11,2016,1,2017,Jai Shand,64,false,Jai
68,221,2014-05-16,23,S,2014-05-06,156,919,54,215,872.21,68,Austerlitz,New York,United States,North America,Mideast,Americas,Northern America,0,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Herlong- CA),221,90358,Premwadee Atitarn,,Each,,false,14,1,4784,Each,,USB food flash drive - hamburger,215,Kayla Woodcock,54,true,Kayla,2014-05-16,16,16,May,May,5,2014,7,2014,2014-05-06,6,6,May,May,5,2014,7,2014,Hudson Onslow,156,true,Hudson
69,306,2016-05-28,664,L,2015-09-08,63,305,153,257,841.5,69,Brown Deer,Wisconsin,United States,North America,Great Lakes,Americas,Northern America,11999,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Silver Plume- CO),306,90797,Alain Pelland,,Each,Black,false,12,1,1944,Each,,Developer joke mug - this code was generated by a tool (Black),257,Ethan Onslow,153,false,Ethan,2016-05-28,28,28,May,May,5,2016,7,2016,2015-09-08,8,8,September,Sep,9,2015,11,2015,Kayla Woodcock,63,true,Kayla
69,263,2013-04-02,946,M,2016-05-23,119,734,184,189,388.27,69,Brown Deer,Wisconsin,United States,North America,Great Lakes,Americas,Northern America,11999,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Crossroads- NM),263,90068,Avanti Nishad,,Each,Black,false,12,1,1944,Each,,Developer joke mug - Oct 31 = Dec 25 (Black),189,Ethan Onslow,184,false,Ethan,2013-04-02,2,2,April,Apr,4,2013,6,2013,2016-05-23,23,23,May,May,5,2016,7,2016,Anthony Grosse,119,true,Anthony
69,257,2014-02-21,790,S,2016-02-28,131,481,83,512,487.53,69,Brown Deer,Wisconsin,United States,North America,Great Lakes,Americas,Northern America,11999,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (West Hempstead- NY),257,90799,Subhash Matondkar,,Each,,false,12,1,4784,Each,S,Ogre battery-powered slippers (Green) S,512,Amy Trefl,83,true,Amy,2014-02-21,21,21,February,Feb,2,2014,4,2014,2016-02-28,28,28,February,Feb,2,2016,4,2016,Jai Shand,131,false,Jai
69,336,2015-02-24,310,S,2016-06-11,193,357,115,356,150.08,69,Brown Deer,Wisconsin,United States,North America,Great Lakes,Americas,Northern America,11999,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Triadelphia- WV),336,90747,Josef Benda,,Each,,false,14,10,2243,Each,10m,10 mm Double sided bubble wrap 10m,356,Taj Shand,115,true,Taj,2015-02-24,24,24,February,Feb,2,2015,4,2015,2016-06-11,11,11,June,Jun,6,2016,8,2016,Kayla Woodcock,193,true,Kayla
69,292,2015-02-09,114,M,2014-04-24,132,543,105,431,292.8,69,Brown Deer,Wisconsin,United States,North America,Great Lakes,Americas,Northern America,11999,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Morton Grove- IL),292,90336,Doru Tirlea,,Each,Blue,false,12,1,3738,Each,XXS,Superhero action jacket (Blue) XXS,431,Hudson Onslow,105,true,Hudson,2015-02-09,9,9,February,Feb,2,2015,4,2015,2014-04-24,24,24,April,Apr,4,2014,6,2014,Henry Forlonge,132,false,Henry
69,202,2015-03-30,133,L,2014-08-03,99,785,189,183,429.33,69,Brown Deer,Wisconsin,United States,North America,Great Lakes,Americas,Northern America,11999,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Head Office),202,90625,Olga Alexandrova,,Each,Black,false,12,1,1944,Each,,Developer joke mug - when your hammer is C++ (Black),183,Sophia Hinton,189,true,Sophia,2015-03-30,30,30,March,Mar,3,2015,5,2015,2014-08-03,3,3,August,Aug,8,2014,10,2014,Piper Koch,99,false,Piper
70,305,2015-09-15,272,X,2014-04-19,11,957,16,571,466.33,70,Crofton,Maryland,United States,North America,Mideast,Americas,Northern America,27348,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Cape Neddick- ME),305,90296,Mariela Weitzer,,Each,White,false,12,1,1944,Each,,Developer joke mug - inheritance is the OO way to become wealthy (White),571,Katie Darwin,16,false,Katie,2015-09-15,15,15,September,Sep,9,2015,11,2015,2014-04-19,19,19,April,Apr,4,2014,6,2014,Hudson Onslow,11,true,Hudson
70,213,2016-02-14,729,M,2016-09-01,109,33,120,114,304.19,70,Crofton,Maryland,United States,North America,Mideast,Americas,Northern America,27348,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Bozeman Hot Springs- MT),213,90708,Chati Ornlamai,,Each,Black,false,12,1,5233,Each,5XL,Alien officer hoodie (Black) 5XL,114,Stella Rosenhain,120,false,Stella,2016-02-14,14,14,February,Feb,2,2016,4,2016,2016-09-01,1,1,September,Sep,9,2016,11,2016,Piper Koch,109,false,Piper
70,363,2013-04-19,620,L,2013-04-16,205,484,48,82,505.02,70,Crofton,Maryland,United States,North America,Mideast,Americas,Northern America,27348,Wingtip Toys (Head Office),Wingtip Toys,Novelty Shop,Wingtip Toys (Ware Shoals- SC),363,90181,Jyoti Karnik,,Packet,,false,12,12,748,Pair,S,Furry animal socks (Pink) S,82,Lily Code,48,true,Lily,2013-04-19,19,19,April,Apr,4,2013,6,2013,2013-04-16,16,16,April,Apr,4,2013,6,2013,Hudson Hollinworth,205,true,Hudson
